id,fecha,modulo,descripcion,rol_usuario,sede,caracteristica_iso25022,justificacion
3434,11/16/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Manta,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
3721,11/16/2025,Facturacion,Error de calculo en el copago del seguro medico,Paciente,Guayaquil,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1122,11/17/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1140,11/17/2025,Facturacion,Error de calculo en el copago del seguro medico,Admision,Manta,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1339,11/17/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Paciente,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1664,11/17/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Paciente,Guayaquil,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1679,11/17/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Ambato,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1732,11/17/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Medico,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1919,11/17/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Medico,Cuenca,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
2799,11/17/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Admision,Guayaquil,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3359,11/17/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Admision,Cuenca,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1131,11/18/2025,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Enfermeria,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1472,11/18/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Medico,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1577,11/18/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Enfermeria,Manta,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3090,11/18/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Admision,Guayaquil,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
3094,11/18/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Guayaquil,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
3872,11/18/2025,HCE,Nota de evolucion tarda 25s en guardarse,Enfermeria,Guayaquil,Eficiencia,"Mide el tiempo que toma completar una tarea ya lograda (guardar la nota); es una razon tiempo/tarea, propia de Eficiencia."
3972,11/18/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Paciente,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1374,11/19/2025,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Paciente,Guayaquil,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1480,11/19/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Enfermeria,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1496,11/19/2025,Telemedicina,Videollamada se corta a los 3 minutos,Medico,Ambato,Efectividad,"La teleconsulta (tarea) no se completa: el objetivo del usuario queda inconcluso, por lo tanto es Efectividad."
1868,11/19/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
2575,11/19/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3098,11/19/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Admision,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
3265,11/19/2025,Facturacion,Factura duplicada al reintentar pago,Paciente,Manta,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3400,11/19/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Paciente,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
3567,11/19/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Paciente,Guayaquil,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3786,11/19/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Manta,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1216,11/20/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Medico,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1229,11/20/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Manta,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1510,11/20/2025,Facturacion,El sistema no permite anular una factura emitida por error,Paciente,Guayaquil,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1807,11/20/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Enfermeria,Ambato,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
2777,11/20/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Medico,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
2994,11/20/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Admision,Guayaquil,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3009,11/20/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Ambato,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3924,11/20/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Enfermeria,Cuenca,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
3971,11/20/2025,Imagenologia,Tiempo de carga de estudios de imagen supera los 16s,Medico,Guayaquil,Eficiencia,"Es un umbral de tiempo de carga/respuesta frente a una tarea que si se completa; corresponde a Eficiencia, no a Efectividad."
1770,11/21/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Medico,Ambato,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
2055,11/21/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 34s,Medico,Quito,Eficiencia,Metrica de tiempo sobre una notificacion que si llega; corresponde a Eficiencia.
2189,11/21/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Guayaquil,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
2645,11/21/2025,HCE,Nota de evolucion tarda 27s en guardarse,Medico,Quito,Eficiencia,"Mide el tiempo que toma completar una tarea ya lograda (guardar la nota); es una razon tiempo/tarea, propia de Eficiencia."
2998,11/21/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Enfermeria,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3582,11/21/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Medico,Ambato,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
3590,11/21/2025,App Movil,Version desactualizada del app impide iniciar sesion,Paciente,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
3614,11/21/2025,HCE,Tiempo de carga de la ficha clinica supera los 33s en horas pico,Enfermeria,Cuenca,Eficiencia,"Es un umbral de tiempo de carga/respuesta frente a una tarea que si se completa; corresponde a Eficiencia, no a Efectividad."
3719,11/21/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1025,11/22/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Medico,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1204,11/22/2025,HCE,Nota de evolucion tarda 34s en guardarse,Medico,Quito,Eficiencia,"Mide el tiempo que toma completar una tarea ya lograda (guardar la nota); es una razon tiempo/tarea, propia de Eficiencia."
2056,11/22/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Enfermeria,Guayaquil,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
2796,11/22/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
2830,11/22/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Medico,Guayaquil,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
2852,11/22/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Guayaquil,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
3281,11/22/2025,Reportes Gerenciales,Discrepancia entre el reporte financiero y el modulo de facturacion,Gerencia,Guayaquil,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3353,11/22/2025,Telemedicina,Calidad de video muy baja pese a tener buena conexion a internet,Paciente,Guayaquil,Satisfaccion,"El sistema puede seguir siendo usable, pero degrada la percepcion de comodidad/confianza del usuario (calidad de experiencia), sin impedir totalmente la tarea ni exponer un riesgo concreto."
3425,11/22/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Guayaquil,Eficiencia,"Mide el consumo de un recurso (datos moviles) necesario para lograr una tarea que si se completa, encajando en la relacion recursos/resultado de Eficiencia."
3634,11/22/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Farmacia,Cuenca,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3918,11/22/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 24s,Farmacia,Quito,Eficiencia,"Es un umbral de tiempo de carga/respuesta frente a una tarea que si se completa; corresponde a Eficiencia, no a Efectividad."
1170,11/23/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Guayaquil,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1261,11/23/2025,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
2315,11/23/2025,Facturacion,Retraso de 22s al procesar el pago con tarjeta de credito,Admision,Quito,Eficiencia,"El pago se procesa (objetivo logrado); el problema es el tiempo invertido, metrica de Eficiencia."
2450,11/23/2025,HCE,Tiempo de carga de la ficha clinica supera los 21s en horas pico,Enfermeria,Quito,Eficiencia,"Es un umbral de tiempo de carga/respuesta frente a una tarea que si se completa; corresponde a Eficiencia, no a Efectividad."
2487,11/23/2025,Facturacion,Factura duplicada al reintentar pago,Admision,Guayaquil,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
2860,11/23/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Medico,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3088,11/23/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Farmacia,Cuenca,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3141,11/23/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Admision,Manta,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
3539,11/23/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Medico,Manta,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3759,11/23/2025,Telemedicina,Calidad de video muy baja pese a tener buena conexion a internet,Medico,Guayaquil,Satisfaccion,"El sistema puede seguir siendo usable, pero degrada la percepcion de comodidad/confianza del usuario (calidad de experiencia), sin impedir totalmente la tarea ni exponer un riesgo concreto."
3890,11/23/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Ambato,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1149,11/24/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Admision,Guayaquil,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1419,11/24/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Ambato,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1776,11/24/2025,App Movil,Version desactualizada del app impide iniciar sesion,Paciente,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1874,11/24/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Quito,Cobertura de Contexto,"El fallo solo se manifiesta en un contexto de uso especifico (tipo de dispositivo/canal), lo que evidencia que el sistema no mantiene su calidad fuera del contexto principal de diseno."
2534,11/24/2025,Portal Citas,Tiempo de espera en el portal supera los 10s en horas pico,Paciente,Manta,Eficiencia,"Es un umbral de tiempo de carga/respuesta frente a una tarea que si se completa; corresponde a Eficiencia, no a Efectividad."
2702,11/24/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Enfermeria,Cuenca,Cobertura de Contexto,"El fallo solo se manifiesta en un contexto de uso especifico (tipo de dispositivo/canal), lo que evidencia que el sistema no mantiene su calidad fuera del contexto principal de diseno."
3014,11/24/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3849,11/24/2025,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Admision,Cuenca,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1181,11/25/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Paciente,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1240,11/25/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Admision,Ambato,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1296,11/25/2025,Portal Citas,Tiempo de espera en el portal supera los 28s en horas pico,Admision,Guayaquil,Eficiencia,"Es un umbral de tiempo de carga/respuesta frente a una tarea que si se completa; corresponde a Eficiencia, no a Efectividad."
1314,11/25/2025,Portal Citas,Usuario no logra agendar tras 4 intentos,Admision,Manta,Efectividad,El usuario no logra completar su objetivo (agendar la cita) pese a reintentar: fallo de Efectividad.
1642,11/25/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Ambato,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
2607,11/25/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 35s,Enfermeria,Guayaquil,Eficiencia,"Es un umbral de tiempo de carga/respuesta frente a una tarea que si se completa; corresponde a Eficiencia, no a Efectividad."
3358,11/25/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1239,11/26/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Ambato,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1633,11/26/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Enfermeria,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1889,11/26/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Medico,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1957,11/26/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Ambato,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
2064,11/26/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Medico,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
2588,11/26/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Cuenca,Eficiencia,"Mide el consumo de un recurso (datos moviles) necesario para lograr una tarea que si se completa, encajando en la relacion recursos/resultado de Eficiencia."
2591,11/26/2025,Portal Citas,Tiempo de espera en el portal supera los 21s en horas pico,Paciente,Ambato,Eficiencia,"Es un umbral de tiempo de carga/respuesta frente a una tarea que si se completa; corresponde a Eficiencia, no a Efectividad."
3220,11/26/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Enfermeria,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3905,11/26/2025,Telemedicina,El chat de la consulta no permite enviar imagenes,Medico,Guayaquil,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1052,11/27/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Enfermeria,Ambato,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1219,11/27/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Paciente,Guayaquil,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1270,11/27/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Paciente,Guayaquil,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1896,11/27/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Medico,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
2822,11/27/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Paciente,Ambato,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
3312,11/27/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 14s,Medico,Quito,Eficiencia,Metrica de tiempo sobre una notificacion que si llega; corresponde a Eficiencia.
3475,11/27/2025,Facturacion,Error de calculo en el copago del seguro medico,Paciente,Cuenca,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3829,11/27/2025,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Cuenca,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1205,11/28/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Enfermeria,Guayaquil,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1215,11/28/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Admision,Manta,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1485,11/28/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Paciente,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1563,11/28/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Enfermeria,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1816,11/28/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Paciente,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1831,11/28/2025,Telemedicina,Calidad de video muy baja pese a tener buena conexion a internet,Paciente,Cuenca,Satisfaccion,"El sistema puede seguir siendo usable, pero degrada la percepcion de comodidad/confianza del usuario (calidad de experiencia), sin impedir totalmente la tarea ni exponer un riesgo concreto."
1914,11/28/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1994,11/28/2025,Portal Citas,Usuario no logra agendar tras 4 intentos,Admision,Guayaquil,Efectividad,El usuario no logra completar su objetivo (agendar la cita) pese a reintentar: fallo de Efectividad.
2300,11/28/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Cuenca,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
2538,11/28/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 16s,Paciente,Quito,Eficiencia,Metrica de tiempo sobre una notificacion que si llega; corresponde a Eficiencia.
